STOP_NAME;STOP_LAT;STOP_LON;COORDINATE
U Rathaus Neukoelln (Berlin);52.481146000000;13.434807000000;0101000000F54C2F31963D4A40CC24EA059FDE2A40
U Rathaus Reinickendorf (Berlin);52.588218000000;13.325568000000;0101000000927538BA4A4B4A408E3F51D9B0A62A40
U Rathaus Schoeneberg (Berlin);52.483332000000;13.341989000000;01010000001D8EAED2DD3D4A40F92EA52E19AF2A40
U Rehberge (Berlin);52.556670000000;13.341013000000;010100000008556AF640474A408E05854199AE2A40
U Reinickendorfer Str. (Berlin);52.539895000000;13.370393000000;0101000000102384471B454A40AC55BB26A4BD2A40
U Reinickendorfer Str./Fennstr. (Berlin);52.541524000000;13.369412000000;0101000000E3FF8EA850454A40FA7FD59123BD2A40
U Residenzstr. (Berlin);52.570843000000;13.360635000000;01010000004513286211494A40FF959526A5B82A40
U Richard-Wagner-Platz (Berlin);52.517154000000;13.307221000000;01010000006F7F2E1A32424A40F14927124C9D2A40
U Rohrdamm (Berlin);52.536904000000;13.262870000000;0101000000B98B3045B9444A40F4328AE596862A40
U Rosa-Luxemburg-Platz (Berlin);52.528191000000;13.410405000000;010100000051853FC39B434A40D23AAA9A20D22A40
U Rosenthaler Platz (Berlin);52.529781000000;13.401393000000;0101000000668522DDCF434A40C9AF1F6283CD2A40
U Rudow (Berlin);52.415714000000;13.496527000000;0101000000A33EC91D36354A40782975C938FE2A40
U Ruhleben (Berlin);52.525587000000;13.241902000000;0101000000F419506F46434A408AAC3594DA7B2A40
U Ruedesheimer Platz (Berlin);52.472462000000;13.314387000000;0101000000274D83A2793C4A403A933655F7A02A40
U Samariterstr. (Berlin);52.514662000000;13.465347000000;01010000003A3FC571E0414A405B9544F641EE2A40
U Scharnweberstr. (Berlin);52.567111000000;13.311524000000;0101000000D619DF1797484A4095D6DF12809F2A40
U Schillingstr. (Berlin);52.520316000000;13.421895000000;0101000000F3CAF5B699424A401CB1169F02D82A40
U Schlesisches Tor (Berlin);52.501147000000;13.441791000000;010100000088BEBB9525404A409355116E32E22A40
U Schlosstr. (Berlin);52.461183000000;13.324836000000;01010000004F3C670B083B4A407D2079E750A62A40
U Schwartzkopffstr. (Berlin);52.535397000000;13.377033000000;010100000032B08EE387444A408A0629780AC12A40
U Schoenleinstr. (Berlin);52.493179000000;13.422241000000;010100000078094E7D203F4A40880FECF82FD82A40
U Seestr. (Berlin);52.550470000000;13.351969000000;0101000000EDB60BCD75464A406269E04735B42A40
U Senefelderplatz (Berlin);52.532622000000;13.412625000000;0101000000A8902BF52C444A402506819543D32A40
U Siemensdamm (Berlin);52.537026000000;13.273323000000;0101000000048D9944BD444A403D7D04FEF08B2A40
U Sophie-Charlotte-Platz (Berlin);52.510970000000;13.297463000000;01010000005A9E077767414A40448A01124D982A40
U Spichernstr. (Berlin);52.496582000000;13.330613000000;010100000021E4BCFF8F3F4A40D0436D1B46A92A40
U Spittelmarkt (Berlin);52.511301000000;13.402352000000;0101000000C0B4A84F72414A40DCF5D21401CE2A40
U Stadtmitte (Berlin);52.511495000000;13.389719000000;0101000000A4880CAB78414A407842AF3F89C72A40
U Strausberger Platz (Berlin);52.518025000000;13.432208000000;010100000055C1A8A44E424A409E23F25D4ADD2A40
U Suedstern (Berlin);52.489219000000;13.407685000000;010100000079CA6ABA9E3E4A40B8239C16BCD02A40
U Tempelhof/Ringbahnstr. (Berlin);52.468806000000;13.385842000000;01010000009415C3D5013C4A40B2D826158DC52A40
U Theodor-Heuss-Platz (Berlin);52.509798000000;13.272977000000;01010000007AC8940F41414A40D11E2FA4C38B2A40
U Tierpark (Berlin);52.497236000000;13.523626000000;01010000006A32E36DA53F4A40ACAB02B5180C2B40
U Turmstr. (Berlin);52.525938000000;13.341417000000;0101000000A0DCB6EF51434A40CC988235CEAE2A40
U Uhlandstr. (Berlin);52.502742000000;13.326233000000;0101000000AE2990D959404A407FC0030308A72A40
U Ullsteinstr. (Berlin);52.453450000000;13.384771000000;0101000000832F4CA60A3A4A4000E65AB400C52A40
U Viktoria-Luise-Platz (Berlin);52.496169000000;13.343264000000;0101000000FF243E77823F4A40CDC98B4CC0AF2A40
U Vinetastr. (Berlin);52.559517000000;13.413770000000;01010000002C47C8409E474A40C02154A9D9D32A40
U Voltastr. (Berlin);52.541930000000;13.393157000000;0101000000535C55F65D454A400F63D2DF4BC92A40
U Walther-Schreiber-Platz (Berlin);52.464998000000;13.328409000000;01010000004B5AF10D853B4A40946C753925A82A40
U Weberwiese (Berlin);52.516848000000;13.443278000000;01010000006380441328424A4094128255F5E22A40
U Weinmeisterstr. (Berlin);52.525376000000;13.405305000000;0101000000390D51853F434A4081CF0F2384CF2A40
U Westphalweg (Berlin);52.445801000000;13.385561000000;010100000016C3D50110394A40E2395B4068C52A40
U Wilmersdorfer Str. (Berlin);52.506415000000;13.306774000000;0101000000179AEB34D2404A40B686527B119D2A40
U Wilmersdorfer Str./Kantstr. (Berlin);52.506641000000;13.307056000000;010100000008E8BE9CD9404A40C614AC71369D2A40
U Wilmersdorfer Str./S Charlottenburg (Berlin);52.505693000000;13.306026000000;01010000007768588CBA404A408E739B70AF9C2A40
U Wittenbergplatz (Berlin);52.502109000000;13.342561000000;01010000007D03931B45404A4026C5C72764AF2A40
U Wutzkyallee (Berlin);52.423152000000;13.474820000000;0101000000569E40D829364A4033F9669B1BF32A40
U Zitadelle (Berlin);52.537522000000;13.217625000000;0101000000B5705985CD444A408195438B6C6F2A40
U Zwickauer Damm (Berlin);52.423032000000;13.484371000000;0101000000AB949EE925364A40FA42C879FFF72A40
